date,article,label,cleaned_article
12/01/24,"O consenso entre os grandes bancos é o de que o indicador não muda o cenário de desinflação gradual, uma vez que o ritmo do IPCA segue comportado e compatível com inflação dentro das bandas da meta em 2024.",-1,consenso banco indicador mudar cenário desinflação gradual ritmo índice nacional preço consumidor amplo seguir comportar compatível inflação banda meta
12/01/24,"O PicPay e o BofA mantiveram a projeção de desaceleração do IPCA para 3,7% este ano, o Itaú não mudou a aposta de 3,6% e, mais otimista, o UBS BB sustentou a estimativa de inflação de 3% em 2024, no centro da meta.",1,picpay bofa mantiveram projeção desaceleração índice nacional preço consumidor amplo ano itaú mudar aposta otimista ubs banco brasil sustentar estimativa inflação centro meta
12/01/24,"Esse cenário de manutenção das previsões, mais a queda das taxas dos Treasuries, abriu espaço para leve recuo ontem no DI. Após sete sessões em alta e mais uma de fechamento misto, ontem foi dia de toda a curva aliviar.",1,cenário manutenção previsão queda taxa treasuries abrir espaço leve recuo depósito interfinanceiro sessão alta fechamento misto dia curva aliviar
12/01/24,"DI Jan25 caiu a 10,115% (de 10,138% na 4ªF) e Jan26 recuou à mínima de 9,730% (contra 9,795%). Jan27, 9,845% (de 9,906%); Jan29, 10,210% (mínima), contra 10,280%; Jan31, 10,440% (10,497%); e Jan33, 10,530% (10,603%).",1,depósito interfinanceiro cair recuar mínima mínima
12/01/24,"O câmbio foi outro mercado onde CPI e IPCA fizeram pouco preço. Mais uma vez ajudado pelo fluxo, especialmente o comercial, o dólar fechou em leve baixa perante o real (-0,34%, a R$ 4,8752).",1,câmbio outro mercado índice preço consumidor índice nacional preço consumidor amplo fazer preço ajudar fluxo especialmente comercial dólar fechar leve baixo perante real
12/01/24,"No câmbio futuro, o contrato da moeda norte-americana para fevereiro caiu 0,47%, a R$ 4,8825.",1,câmbio futuro contrato moeda fevereiro cair
12/01/24,"O C6 Bank avalia que a perspectiva é de recuo do dólar no mundo, na esteira dos cortes de juros pelo Fed, que na visão do banco começam em maio, enquanto aqui a Selic deve descer no ritmo de 0,50pp e terminar 2024 em 9,25%.",1,bank avaliar perspectiva recuo dólar mundo esteira corte juro fed visão banco começar maio especial liquidação custódia descer ritmo terminar
12/01/24,"Com isso, o banco revisou em baixa a estimativa para a moeda no fim deste ano de R$ 5,50 para R$ 5,30. Em 2025, vê o dólar em R$ 5,50, com Selic a 8,25%.",1,banco revisar baixa estimativa moeda ano ver dólar especial liquidação custódia
12/01/24,"FORA DO TOM – O Ibovespa destoou dos ativos domésticos, num dia de reações incertas aos dados de inflação e chegou a ficar momentaneamente abaixo da linha de 130 mil pontos (129.897 na mínima intraday).",-1,tom índice bovespa destoar ativo doméstico dia reação incert dado inflação chegar ficar momentaneamente abaixo linha mínima intraday
12/01/24,"Junto com a melhora das bolsas em NY, Petrobras e Vale ajudaram a reduzir as perdas do Ibovespa no final e a queda do índice à vista se limitou a 0,15%, aos 130.648,75 pontos.",-1,junto melhora bolsa ny petrobras vale ajudar reduzir perda índice bovespa queda índice vista limitar
12/01/24,"Mas foi a terceira baixa consecutiva do índice, que vem se desfazendo dos níveis recordes alcançados no fim de 2023. O volume financeiro somou R$ 20,4 bilhões.",-1,baixo consecutivo índice desfazer nível recorde alcançar volume financeiro somar
12/01/24,"Com a alta do petróleo, Petrobras ON subiu 1,02% (R$ 39,43) e PN, +0,85% (R$ 38,07). Prio liderou os ganhos do índice, +2,59%, a R$ 45,50. Vale ganhou 0,53% (R$ 72,61) com a alta de 1,51% do minério em Cingapura.",-1,alta petróleo petrobras on subir pn prio liderar ganho índice vale ganhar alta minério cingapura
12/01/24,"Os principais bancos não tiveram direção única. Bradesco PN (-0,50%; R$ 15,94) e ON (-0,14%; R$ 14,43), Santander (-0,33%; R$ 30,51), BB, +0,68%, a R$ 54,80, e Itaú, +0,18%, a R$ 33,35.",-1,principal banco direção único bradesco pn on santander banco brasil itaú
12/01/24,"Eletrobras PNB (+1,37%, a R$ 48,18) e ON (+1,05%, a R$ 43,21) avançou, após Alexandre de Moraes (STF) permitir a realização da AGE que aprovou a incorporação de Furnas no meio da tarde.",-1,eletrobras pnb on avançar alexandre moraes supremo tribunal federal permitir realização age aprovar incorporação furnas
12/01/24,"Fonte disse ao Valor que o ministro de MME, Alexandre Silveira, foi orientado a assimilar a derrota envolvendo a incorporação da empresa à Eletrobras para não criar desgaste com o STF.",-1,fonte dizer ministro mme alexandre silveira orientar assimilar derrota envolver incorporação empresa eletrobras criar desgaste supremo tribunal federal
12/01/24,"Silveira deve apostar as fichas em outra ação mais abrangente, cujo desfecho também depende do Supremo.",-1,silveira apostar ficha ação abrangente desfecho depender supremo
12/01/24,Trata-se do processo de mediação onde o governo reivindica o poder de voto nas decisões da Eletrobras proporcional ao capital social detido na companhia.,-1,processo mediação governo reivindicar voto decisão eletrobras proporcional capital social deter companhia
12/01/24,"Pior queda do Ibov, MRV afundou 11,78%, com rumores de que pretende revisar para baixo seu guidance.",-1,pior queda ibov mrv afundar rumor pretender revisar guidance
12/01/24,"A prévia operacional, divulgada após o fechamento, mostrou vendas líquidas de R$ 2,3 bilhões no 4Tri, alta de 55,8% ante o 4Tri22, e de R$ 8,5 bilhões no acumulado de 2023, alta de 45%.",-1,prévia operacional divulgar fechamento mostrar venda líquer alta ante acumulado alta
12/01/24,"Já entre as maiores altas do Ibovespa, figuraram Sabesp (+2,45%, a R$ 76,59) e Assaí (+2,14%, a R$ 13,87).",-1,grande alta índice bovespa figurar sabesp assaí
12/01/24,"DEZEMBRO GORDO – Em meio ao otimismo que tomou conta dos mercados pelo mundo em dezembro, os emergentes atraíram US$ 29 bi, segundo o Instituto de Finanças Internacionais (IIF). Foi o segundo mês positivo.",1,dezembro gordo otimismo tomar conta mercado mundo dezembro emergente atrair bi instituto finanças internacionais iif positivo
12/01/24,"Do total, US$ 11,1 bilhões foram para ações e outros US$ 18 bilhões para papéis de dívida. A China foi na contramão e registrou fuga de US$ 3,4 bi nos mercados de ações. O mercado de dívida teve entrada de US$ 200 mi.",1,total bilhão ação bilhão papel dívida china contramão registrar fuga bi mercado ação mercado dívida entrada mi
12/01/24,"O IIF observou que a participação de investidores estrangeiros em dívida de governo de países como o Brasil ainda está aquém dos níveis anteriores à pandemia, o que representa uma oportunidade para os fluxos em 2024.",1,iif observar participação investidor estrangeiro dívida governo país brasil aquém nível anterior pandemia representar oportunidade fluxo
12/01/24,"FOI RUIM, MAS NEM TANTO – O tão esperado CPI de dezembro dos EUA decepcionou as apostas dovish, mas nem assim deu motivo para os investidores arredarem pé das expectativas de corte de juro em março pelo Fed.",-1,ruim esperar índice preço consumidor dezembro estados unidos decepcionar aposta dovish dar motivo investidor arredar pé expectativa corte juro março fed
12/01/24,"No monitoramento da CME, estas apostas estavam em 71% no início da noite, de 64,7% na 4ªF antes do CPI.",-1,monitoramento cme aposta estar início noite índice preço consumidor
12/01/24,"A possibilidade de um corte total de 150 pontos-base ao longo de 2024, por sua vez, era de 39,5%, ainda o mais cenário mais provável.",-1,possibilidade corte total longo cenário provável
12/01/24,"Os alertas de dirigentes do BC americano não têm servido muito para demover essas apostas. Ontem, Loretta Mester (Cleveland), disse que março é muito cedo para reduzir as taxas.",-1,alerta dirigente banco central americano servir demover aposta loretta mester cleveland dizer marçar reduzir taxa
12/01/24,Seu colega Tom Barkin (Richmond) reiterou que ainda quer mais evidências de que a inflação está caminhando para a meta de 2%.,-1,colega tom barkin richmond reiterar evidência inflação caminhar meta
12/01/24,"Repetindo o discurso feito na semana passada, ele considera que o progresso na inflação está concentrado demais no setor de bens e que não quer ser “enganado” por esse fator.",-1,repetir discurso fazer semana passado considerar progresso inflação concentrar setor bem enganar fator
12/01/24,"Há também no mercado quem esteja cético quanto a um corte precoce. O CEO do deVere Group, Nigel Green, alertou que “há um abismo entre o que o Fed sinaliza e o que os mercados esperam”.",-1,haver mercado estar cético corte precoce ceo devere group nigel green alertar haver abismo fed sinalizar mercado esperar
12/01/24,"Já o CIBC espera que o Fed comece a reduzir juros apenas no 2º semestre. O Commerzbank, acredita que a mudança vem só em maio. Mesma opinião do ING, que considera março “improvável”.",-1,cibc esperar fed começar reduzir juro semestre commerzbank acreditar mudança maio mesmo opinião ing considerar março improvável
12/01/24,"Seja como for, analistas dizem que a maioria dos investidores está convencida de que o Fed já encerrou o ciclo de alta e vai flexibilizar o juro em 2024, mesmo que isso aconteça um pouco mais tarde do que precifica o mercado.",-1,seja analista investidor convencido fed encerrar ciclo alta flexibilizar juro acontecer precifica mercado
12/01/24,"O CPI de dezembro subiu 0,3%, de 0,1% em novembro, acima da expectativa de +0,2%. Na base anual, avançou de +3,1% para 3,4% e também superou a projeção, de +3,2%.",-1,índice preço consumidor dezembro subir novembro acima expectativa base anual avançar superar projeção
12/01/24,"Já o núcleo (+0,3%) veio dentro do consenso e, na leitura anualizada, registrou +3,9%, menor do que em novembro (4%), mas maior do que a previsão de 3,8%.",-1,núcleo vir consenso leitura anualizar registrar novembro previsão
12/01/24,Fica difícil de saber o quanto a queda das taxas dos Treasuries ontem respondeu às apostas de corte do Fed em março ou ao ajuste técnico à demanda elevada dos investidores observada em leilão de títulos do Tesouro.,-1,ficar difícil queda taxa treasuries responder aposta corte fed março ajustir técnico demanda elevar investidor observar leilão título tesouro
12/01/24,"O rendimento da T-note de 10 anos furou os 4%, terminando o dia em 3,977% (de 4,032% na véspera). O retorno da note de 2 anos cedeu a 4,266% (de 4,358%) e o do T-bond de 30 anos recuou a 4,184% (4,205%).",-1,rendimento ano furar terminar dia véspera retorno note ano ceder ano recuar
12/01/24,"O alívio dos yields animou as ações das gigantes de tecnologia, que competem diretamente por rentabilidade com os juros dos Treasuries, e ajudou as bolsas em NY a passarem a régua nas perdas intraday e fecharem no zero a zero.",-1,alívio yields animar ação gigante tecnologia competar diretamente rentabilidade juro treasuries ajudar bolsa ny passar régua perda intraday fecharem
12/01/24,"Dow Jones, +0,04% (37.711,15 pontos); S&P 500, -0,07% (4.780,27); e Nasdaq, estável, aos 14.970,19 pontos. Na véspera de seus balanços, Citi (-1,77%), Bank of America (-1,34%) e Morgan Stanley (-1,06%) caíram.",-1,dow jones nasdaq estável véspera balanço citi bank of america morgan stanley cair
12/01/24,"Com uma reação incerta ao CPI, o dólar se manteve volátil ao longo do dia ante seus pares. O DXY fechou perto da estabilidade (-0,07%, a 102,291 pontos).",-1,reação incerto índice preço consumidor dólar manter volátil longo dia ante par dxy fechar estabilidade
12/01/24,"O euro fechou estável (+0,01%), a US$ 1,0971, apesar de Lagarde ter dito que a parte mais difícil no combate à inflação já passou que os juros devem ser cortados pelo BCE antes mesmo de a inflação voltar à meta.",-1,euro fechar estável apesar lagarde dizer difícil combate inflação passar juro cortar bce inflação voltar meta
12/01/24,"A libra subiu 0,21%, a US$ 1,2758, e o iene avançou 0,25%, a 145,41/US$.",-1,libra subir iene avançar
12/01/24,"EM TEMPO SANTANDER distribuirá R$ 1,5 bi em JCP, ou R$ 0,4028 por unit; ex dia 22; pagamento em 8/2.",1,santander distribuir bi jcp unit ex dia pagamento
12/01/24,"3R PETROLEUM aprovou 4ª emissão de debêntures simples, no montante de R$ 1,3 bi, com vencimento em 5 anos.",1,petroleum aprovar emissão debêntur simples montante bi vencimento ano
12/01/24,"PETRORECÔNCAVO teve produção média de 22.985 barris de óleo equivalente por dia (boed) em dezembro, queda de 11,2% ante novembro.",1,petrorecôncavo produção médio barris óleo equivalente dia boed dezembro queda ante novembro
12/01/24,JBS prevê retomar na 2ª quinzena de fevereiro operações em seu incubatório de frangos de corte em Rolândia (PR).,1,jbs prever retomar quinzena fevereiro operação incubatório frango corte rolândia pr
12/01/24,"IGUATEMI. Vendas totais cresceram 11,7% no 4TRI23, s/ 4TRI22, para R$ 5,9 bi; vendas totais em 2023 subiram 11,2%, para R$ 18,9 bi.",1,iguatemi vendas total crescer bi venda total subir bi
12/01/24,"CYRELA. Vendas contratadas aumentaram 21% no 4TRI23 s/ 4TRI22, para R$ 1,825 bi; lançamentos somaram R$ 1,716 bi no 4TRI23, alta de 19% s/ 4TRI22.",1,cyrela vendas contratar aumentar bi lançamento somar bi alta
12/01/24,"COSAN. BlackRock atingiu participação de 5% no capital, equivalente a 93,7 milhões de ações ON.",1,cosan blackrock atingir participação capital equivalente milhão ação on
12/01/24,123 MILHAS. Tribunal de Justiça de Minas Gerais (TJ-MG) autorizou o desbloqueio de mais R$ 23 milhões; grupo pediu o dinheiro para “honrar novas despesas” projetadas até maio de 2024.,1,milhas tribunal justiça minas gerais autorizar desbloqueio m pedir dinheiro honrar despesa projetar maio
15/01/24,"Semana mais curta em NY começa com o feriado de Martin Luther King, que fecha hoje os mercados nos EUA. Na agenda, indicadores e o Livro Bege (4ªF) testam a convicção do investidor no corte do juro em março, apesar de o Fed vir esvaziando essa opção. Os bancos dão continuidade à temporada dos balanços americanos. Na zona do euro, a inflação é o destaque, com o CPI de dezembro (4ªF). Na China, o foco é atividade: PIB e produção industrial, amanhã à noite. Por aqui, sai o IBC-Br de novembro (5ªF). Mas é a movimentação política em Brasília que concentra a atenção. Haddad se reúne hoje (18h) com Pacheco para discutir a MP da reoneração.",0,semana curto ny começar feriado martin luther king fechar hoje mercado estados unidos agenda indicador livro bege testar convicção investidor corte juro março apesar fed vir esvaziar opção banco continuidade temporada balanço americano zona euro inflação destaque índice preço consumidor dezembro china foco atividader produto interno bruto produção industrial amanhã noite sair novembro movimentação político brasília concentrar atenção haddad reunir hoje pacheco discutir medida provisória reoneração
15/01/24,"O presidente do Senado vem sendo pressionado por lideranças a devolver para o governo a MP, que está sendo vista como uma “afronta” à decisão do Congresso de prorrogar a desoneração da folha até 2027.",0,presidente senado ser pressionar liderança devolver governo medida provisória ser ver afronto decisão congresso prorrogar desoneração folha
15/01/24,O governo diz haver disposição de negociar para que a MP não seja devolvida e cogita até mesmo a possibilidade de a matéria ser retirada e voltar a tratar o tema por meio de um projeto de lei.,0,governo haver disposição negociar medida provisória ser devolvir cogito possibilidade matéria retirar voltar tratar tema projeto lei
15/01/24,"O ministro da Fazenda desistiu de participar do Fórum Econômico Mundial, em Davos (Suíça), que começa hoje e vai até 6ªF, para priorizar a agenda doméstica, em meio à crise aberta entre o governo e o Congresso.",0,ministro fazenda desistir participar fórum econômico mundial davos suíça começar hoje priorizar agenda doméstico crise abrir governo congresso
15/01/24,"Diante do recado dos parlamentares, de que não vão engolir a decisão de Lula de revogar a desoneração da folha, técnicos da Fazenda avaliam alternativas de arrecadação para bancar os custos com o programa.",0,recado parlamentar engolir decisão lula revogar desoneração folha técnico fazenda avaliar alternativa arrecadação bancar custo programa
15/01/24,"Entre as opções estudadas, segundo o Broadcast, estão a tributação das compras online de sites no exterior com valor inferior a US$ 50 e o remanejamento de parte dos recursos destinados ao fundo eleitoral (R$ 4,9 bi).",0,opção estudar broadcast tributação compra onlinar site exterior inferior remanejamento recurso destinar fundo eleitoral bi
15/01/24,"A equipe econômica continua na corrida contra o tempo para aumentar as receitas e driblar a revisão da meta de déficit fiscal zero em março, quando o Tesouro divulgará o relatório bimestral das contas públicas.",-1,equipe econômico continuar corrida aumentar receita driblar revisão meta déficit fiscal março tesouro divulgar relatório bimestral conta público
15/01/24,"Para cumprir a promessa de zerar o déficit, o governo precisa de arrecadação extra de R$ 168,5 bilhões.",-1,cumprir promessa zerar déficit governo precisar arrecadação extra
15/01/24,"Com a reoneração da folha, o governo calculava arrecadar R$ 6 bi no ano. Outros R$ 20 bi seriam gerados ao Tesouro com a limitação pela MP da compensação de créditos tributários por empresas via decisão judicial.",-1,reoneração folha governo calcular arrecadar bi ano bi ser gerar tesouro limitação medida provisória compensação crédito tributário empresa ver decisão judicial
15/01/24,"Ouvido em Davos pelo Broadcast, o presidente do conselho de administração do Bradesco, Luiz Carlos Trabuco, admitiu que a meta fiscal é agressiva, mas reiterou a importância de o governo perseguir este target.",1,ouvido davos broadcast presidente administração bradesco luiz carlos trabuco admitir meta fiscal agressivo reiterar importância governo perseguir target
15/01/24,"Ainda para o executivo, a queda da Selic este ano pode ser maior do que a projetada pelo mercado.",1,executivo queda especial liquidação custódia ano projetar mercado
15/01/24,"Na 6ªF, a Bradesco Asset atualizou a projeção de juro no fim do ciclo de 9,5% para 8,5%, citando o câmbio e as expectativas de inflação melhores, e elevou a estimativa de crescimento do PIB deste ano de 1,5% para 1,7%.",1,bradesco asset atualizar projeção juro ciclo citar câmbio expectativa inflação bom elevar estimativa crescimento produto interno bruto ano
15/01/24,"As apostas são mais otimistas do que do levantamento Focus (hoje, às 8h25), de 9% (Selic) e 1,59% (PIB).",1,aposta otimista levantamento focus hoje especial liquidação custódia produto interno bruto
15/01/24,"O ritmo da atividade econômica será conferido esta semana não só pelo IBC-Br, mas ainda pelas vendas no varejo (4ªF) e volume de serviços de novembro (amanhã), que deve avançar 0,5%, após cair 0,6% em outubro.",1,ritmo atividade econômico ser conferer semana venda varejo volume serviço novembro amanhã avançar cair outubro
15/01/24,"Do lado da inflação, saem as prévias do IPC-S (3ªF) e IPC-Fipe (4ªF), além do IGP-10 de janeiro (4ªF).",1,inflação sair prévia janeiro
15/01/24,"Lula se reúne hoje (11h) com o presidente do Paraguai, Santiago Peña. Itaipu será tema da conversa. Brasil e Paraguai negociam novo acordo sobre a divisão da energia produzida na usina, que fica na fronteira dos dois países.",0,lula reunir hoje presidente paraguai santiago peña itaipu ser tema conversa brasil paraguai negociar acordo divisão energia produzir usina ficar fronteira país
15/01/24,"LÁ FORA – Em meio à briga particular entre o mercado e o Fed, que adverte sobre o risco de corte prematuro do juro, saem nos EUA o Empire State de janeiro (amanhã), produção industrial e vendas no varejo em dezembro (4ªF).",0,briga particular mercado fed advertir risco corte prematuro juro sair estados unidos empire state janeiro amanhã produção industrial venda varejo dezembro
15/01/24,"Na 6ªF, sai a leitura de janeiro do sentimento do consumidor (Michigan), com as expectativas de inflação.",0,sair leitura janeiro sentimento consumidor michigan expectativa inflação
15/01/24,"Neste domingo, em mais um alerta hawkish, o Fed boy Raphael Bostic, que vota este ano, disse que a inflação pode “balançar” se os juros forem cortados muito cedo. Ele antecipou queda mais lenta da inflação a partir de agora.",0,domingo alerta hawkishr fed boy raphael bostic vota ano dizer inflação balançar juro ser cortar antecipar queda lento inflação
15/01/24,"A temporada dos balanços segue com Goldman Sachs e Morgan Stanley (amanhã), além de Alcoa, na 4ªF.",0,temporada balanço seguir goldman sachs morgan stanley amanhã alcoa
15/01/24,"A inflação do CPI de dezembro é destaque na zona do euro e Reino Unido (4ªF) e na Alemanha (3ªF). Lagarde participa de painéis em Davos a partir de 4ªF. Na 5ªF, sai a ata do BCE. Amanhã, Andrew Bailey (BoE) tem evento.",0,inflação índice preço consumidor dezembro destaque zona euro reino unido alemanha lagarde participar painel davos sair ata bce amanhã andrew bailey boe evento
15/01/24,"Hoje, saem o PIB/23 alemão (6h) e a produção industrial e balança comercial de novembro na zona do euro (7h).",0,hoje sair produto interno alemão produção industrial balança comercial novembro zona euro
15/01/24,"Economistas ouvidos pelo Broadcast avaliam que o BCE não deve pensar em cortar o juro antes de junho, dentro da estratégia de esperar as negociações salariais deste 1Tri para ter certeza de que a inflação está perdendo força.",0,economistas ouvir broadcast avaliar bce pensar cortar juro junho estratégia esperar negociação salarial inflação perder força
15/01/24,"PETRÓLEO – Opep (4ªF) e AIE (5ªF) publicam seus relatórios mensais, enquanto o mercado avalia a dimensão dos conflitos no Mar Vermelho. Um novo ataque norte-americano foi lançado no sábado contra os rebeldes houthis.",-1,petróleo opep aie publicar relatório mensal mercado avaliar dimensão conflito mar vermelho ataque lançar sábado rebelde houthi
15/01/24,"Os EUA atingiram a cidade portuária de Hodeida, no Iêmen. A ofensiva militar se espalha pelo Oriente Médio e sinaliza que o Mar Vermelho se torna o mais novo ponto de conflito entre Washington e grupos apoiados pelo Irã.",-1,estados unidos atingir cidade portuário hodeida iêmen ofensiva militar espalhar oriente médio sinalizar mar vermelho tornar conflito washington grupo apoiar irã
15/01/24,"Apesar de tensão, o petróleo operava acomodado no final da noite de ontem no pregão eletrônico.",-1,apesar tensão petróleo operar acomodar noite pregão eletrônico
15/01/24,"A VER NAVIOS – Na 6ªF, os ataques dos EUA e Reino Unido no Mar Vermelho aos rebeldes houthis chegaram a disparar o petróleo em 4% no auge do estresse e aproximaram o Ibov dos 132 mil pontos (131.927) no pico intraday.",-1,navios ataque estados unidos reino unido mar vermelho rebelde houthis chegar disparar petróleo auge estresse aproximar ibov pico intraday
15/01/24,Mas a escalada não vingou e o índice à vista devolveu os excessos junto com a acomodação da commodity.,-1,escalada vingar índice vista devolver excesso junto acomodação commodity
15/01/24,"Embora tenha interrompido três quedas seguidas, o Ibov fechou em alta discreta (+0,26%, a 130.987,67 pontos), limitado também pela queda de Vale (-1,27%, R$ 71,69), que acompanhou o forte recuo de 1,76% do minério.",0,ter interromper queda seguir ibov fechar alta discreta limitar queda vale acompanhar forte recuo minério
15/01/24,"O ganho de 6ªF moderou a perda da semana no Ibov a 0,78%. No acumulado do ano, ainda registra -2,38%. O giro do dia foi de R$ 19,3 bilhões.",0,ganho moderar perda semana ibov acumulado ano registrar giro dia
15/01/24,"Petrobras diminuiu o avanço no fim da sessão (ON, +0,53%, a R$ 39,64; e PN, +0,26%, na mínima de R$ 38,17), com a moderação da alta do petróleo, à espera de uma melhor definição dos desdobramentos no Mar Vermelho.",0,petrobra diminuir avanço sessão on pn mínima moderação alta petróleo espera bom definição desdobramento mar vermelho
15/01/24,"O Brent/março subiu 1,14%, a US$ 78,29/ barril, na ICE. Na semana, acumulou queda de 0,60%. O WTI/fev avançou 0,92% no dia, a US$ 72,68 na Nymex, mas caiu 1,53% na semana.",0,brent março subir barril ice semana acumular queda wti fev avançar dia nymex cair semana
15/01/24,"GPA (+11,17%, a R$ 4,08) liderou as altas no Ibov, sob impulso de AGE convocada para o dia 22 para deliberar sobre aumento de capital. Carrefour Brasil (+4,97%, a R$ 12,25) e Hapvida (+4,62%, a R$ 4,53) vieram em seguida.",0,gpa liderar alta ibov impulso age convocar dia deliberar aumento capital carrefour brasil hapvida vir seguida
15/01/24,"MRV estendeu as perdas da véspera com -6,79% (R$ 7,82), pelo 2º dia o pior desempenho do índice. As aéreas sofreram: Gol (-4,28%; R$ 7,60) e Azul (-1,76%; R$ 13,97).",0,mrv estender perda véspera dia mau desempenho índice aérea sofrer gol azul
15/01/24,"Os principais bancos fecharam sem direção única: Banco do Brasil, +0,58% (R$ 55,12); e Itaú Unibanco, +0,12% (R$ 33,39). Já Bradesco ON, -0,90% (R$ 14,30); e PN, -0,82% (R$ 15,81). A unit do Santander caiu 0,59% (R$ 30,33).",0,principal banco fechar direção único banco brasil itaú unibanco bradesco on pn unit santander cair
15/01/24,"A surpresa com o PPI nos EUA enfraqueceu o dólar ante emergentes, que por aqui recuou 0,36%, a R$ 4,8575, com a moeda fechando a semana com saldo de -0,30%.",1,surpresa ppi estados unidos enfraquecer dólar ante emergente recuar moeda fechar semana saldo
15/01/24,"Para o Itaú, neste ano, há fatores que jogam contra e a favor de uma apreciação adicional do real.",-1,itaú ano haver fator jogar apreciação adicional real
15/01/24,"No primeiro caso, a perspectiva de superávit comercial elevado, de US$ 80 bi, puxado por petróleo e grãos. No segundo, um dólar ainda forte globalmente, com crescimento da economia americana maior que de outros países.",-1,caso perspectiva superávit comercial elevar bi puxar petróleo grão dólar forte globalmente crescimento economia americano país
15/01/24,"No noticiário de 6ªF, o BC informou que o fluxo cambial foi negativo em US$ 2,062 bilhões na 1ª semana do ano (2 a 5/1), com saída de R$ 3,793 bilhões pela conta financeira e entrada de R$ 1,731 bilhão pela via comercial.",-1,noticiário banco central informar fluxo cambial negativo bilhão semana ano saída conta financeiro entrada bilhão via comercial
15/01/24,"Sem novidades no lado fiscal, os juros domésticos seguiram os Treasuries.",-1,novidade fiscal juro doméstico seguir treasuries
15/01/24,"No fechamento, o DI para Jan/25 caiu a 10,070% (de 10,121% na 5ªF). O DI Jan/26, a 9,670% (de 9,750%). O Jan/27, a 9,780% (de 9,875%); Jan/29, 10,170% (10,242%); Jan/31, 10,410% (10,440%); e Jan/33, 10,520% (10,530%).",-1,fechamento depósito interfinanceiro cair depósito interfinanceiro
15/01/24,"ALÍVIO, PERO NO MUCHO – Depois de olhar dados que enfraqueceram a tese de corte de juros pelo Fed em março – ADP, payroll, CPI -, o mercado se gabou da inesperada deflação do PPI nos EUA em dezembro, a 3ª consecutiva.",-1,alívio pero mucho olhar dado enfraquecer tese corte juro fed março adp payroll índice preço consumidor mercado gabar inesperado deflação ppi estados unidos dezembro consecutiva
15/01/24,"Embora o dado de inflação ao produtor seja menos relevante, NY voltou a puxar a aposta de flexibilização monetária ainda neste 1Tri, de 64% para 77% no CME, confrontando o viés hawkish que o Fed tem preferido adotar.",-1,dado inflação produtor ser relevante ny voltar puxar aposta flexibilização monetário cme confrontar viés hawkishr fed preferer adotar
15/01/24,"No auge da euforia do dia, as chances de relaxamento do juro em março se aproximaram de 85%.",-1,auge euforia dia chance relaxamento juro março aproximar
15/01/24,"O PPI americano caiu 0,1% em dezembro contra novembro, ante expectativa de +0,2%. Na comparação anual, subiu 1%, ante previsão de +1,4%. O PPI de novembro foi revisado de zero para -0,1% ante outubro.",-1,ppi americano cair dezembro novembro ante expectativo comparação anual subir ante previsão ppi novembro revisar ante outubro
15/01/24,"Excluindo alimentos e energia, o PPI ficou estável no mês, ante expectativa de avanço de 0,2%. No ano, subiu 1,8%, contra projeção de +2,0%. A atenção se volta agora para o PCE, índice preferido do Fed, que sai dia 26/1.",-1,excluindo alimento energia ppi ficar estável ante expectativo avanço ano subir projeção atenção voltar pce índice preferer fed sair dia
15/01/24,"Na 6ªF, o PPI abriu espaço para alguma queima de prêmios de risco, em especial nos Treasuries, enquanto o entusiasmo nas bolsas em Wall Street foi limitado por balanços ruins dos bancos no início da temporada.",0,ppi abrir espaço algum queima prêmio risco especial treasuries entusiasmo bolsa wall street limitar balanço ruim banco início temporada
15/01/24,"JPMorgan (-0,73%), BofA (-1,06%) e Wells Fargo (-3,34%) informaram resultados que repercutiram mal.",1,jpmorgan bofa wells fargo informar resultado repercutir
15/01/24,"Citigroup reportou o pior resultado trimestral em 15 anos e informou que vai cortar cerca de 20 mil vagas de sua força de trabalho até o final de 2026, mas a ação subiu 1,04%.",1,citigroup reportar mau resultado trimestral ano informar cortar cerca vaga força trabalho ação subir
15/01/24,"Ainda os ataques dos EUA e Reino Unido ao Iêmen, que aumentaram o alerta de guerra mais ampla no Oriente Médio, ajudaram a tirar o vigor do mercado de ação.",-1,ataque estados unidos reino unido iêmen aumentar alerta guerra amplo oriente médio ajudar tirar vigor mercado ação
15/01/24,"O Dow Jones recuou 0,31%, aos 37.591,98 pontos. S&P 500 (+0,08%, a 4.783,83 pontos) e Nasdaq (+0,02%, 14.972,76) fecharam estáveis. Na semana, os índices acumularam altas de, respectivamente, 0,34%, 1,84% e 3,09%.",-1,dow jones recuar nasdaq fechar estável semana índice acumular alta respectivamente
15/01/24,"Nos Treasuries, o juro da Note de 10 anos manteve-se abaixo dos 4%, a 3,952% (de 3,969% na véspera) e o de 2 anos recuou para 4,173% (de 4,253% na 5ªF), após ter batido a mínima desde maio no intraday (4,127%) com o PPI.",-1,treasuries juro note ano abaixo véspera ano recuar bater pequeno maio intraday ppi
15/01/24,"Mais uma vez, um dirigente do Fed pediu cautela. Austan Goolsbee (Chicago) reiterou na 6ªF que os dados, e não os mercados, ditarão quando juro começará a cair. “O trabalho do Fed não é fazer o mercado se sentir bem”, disse.",-1,dirigente fed pedir cautela austan goolsbee chicago reiterar dado mercado ditar juro começar cair trabalho fed mercado sentir dizer
