DATE,TIME,HEADING,ARTICLE CONTENT,LABEL,COMMENTS
2027-11-24,17:24,MERCADOS: Petróleo fecha perto da estabilidade com queda do dolar e dos estoques nos EUA compensando cessar-fogo em Israel,"O petróleo encerrou perto da estabilidade nesta 4ªF, em meio a um cabo de guerra de eventos. A confirmação do cessar-fogo entre Israel e o Hezbollah, com potencial de empurrar os preços da commodity para baixo, foi compensada pela forte queda do dolar (DXY -0,92%) após dados de inflação dentro do esperado nos EUA, e pela redução dos estoques americanos na semana passada em 1,844 milhão de barris, bem acima do esperado (-500 mil). O Brent para janeiro recuou 0,03%, a US$ 72,30 por barril, na ICE. E o WTI para o mesmo mês caiu 0,07%, a US$ 68,72 por barril, na Nymex.",,
2027-11-24,17:27,EUA: Trump indica o general Keith Kellogg como seu enviado especial para a guerra entre Ucrania e Rússia,"Donald Trump nomeará o general Keith Kellogg para servir como assistente do presidente e enviado especial para a guerra entre Ucrania e a Rússia. O presidente eleito dos EUA afirmou que o general possui uma distinta carreira militar e empresarial, inclusive servindo em funções altamente sensíveis de segurança nacional em seu primeiro governo. Trump disse que juntos, garantirão a ""paz através da força"", e tornarão o ""mundo e a América seguros novamente"". Kellogg foi chefe de gabinete do Conselho de Segurança Nacional da Casa Branca durante o mandato anterior de Trump, entre 2017 e 2021.",,
2027-11-24,17:30,"Warren/Felipe Salto: Isenção de IR até R$ 5 mil teria custo de ao menos R$ 45,8 bi",,,
2027-11-24,17:33,"Warren/Felipe Salto: Cálculo de R$ 45,8 bi é otimista, pois considera mudança no IR focalizada",,,
2027-11-24,17:33,√â arriscado e não recomendável colocar na mesa medida de custo elevado de desoneração,,,
2027-11-24,17:41,Pacote deve incluir tributação sobre lucro e dividendos de pessoas físicas que usam empresas para planejamento tributário,"Dentro do pacote a ser anunciado pelo ministro Fernando Haddad, TV, a Receita Federal deve fechar o cerco na taxação sobre lucros e dividendos para pessoas físicas que tentam driblar o pagamento de impostos. A intenção do governo é evitar que pessoas físicas mantenham como prática a abertura de inúmeras empresas para não extrapolar o limite e conseguirem se enquadrar nessa forma de tributação, segundo apurou o **Broadcast**. Também estarão no foco os contribuintes que optam pelo chamado ""planejamento tributário"", tido como uma das principais ferramentas que as empresas têm à disposição para obter mais economia tributária. Em outubro, a Unafisco Nacional disse que apresentaria à equipe econômica um estudo detalhado sobre o sistema de tributação de lucros e dividendos no Brasil. A argumentação do sindicato era a de que mudanças neste segmento poderiam subsidiar a promessa de campanha de isentar do pagamento do Imposto de Renda quem ganha até R$ 5 mil por mês. A proposta era de tributação de 5%.",,
2027-11-24,17:43,"dolar futuro para dezembro atinge máxima de R$ 5,9430, alta de 2,24%",,,
2027-11-24,17:52,*++Assessoria de Haddad negar que ida do ministro ao Planalto tenha sido para tentar adiar o anúncio da isenção do IR* (Lauro Jardim/O Globo),,,
2027-11-24,17:52,Pronunciamento está mantido para hoje à noite,_Informação sobre reunião para tentar suposto adiamento da medida de isenção do IR até R$ 5 mil foi dada pelo colunista por volta das 17h_,,
2028-11-24,09:02,AOVIVO/Haddad sobre IR: Nosso objetivo é que em 2026 a faixa de isenção atinja quem recebe até R$ 5 mil,,,
2028-11-24,09:02,"Ela irá beneficiar todo mundo que ganha até 5 mil e todo mundo até cerca de 7,5 mi lreais porque pagará uma alíquota um pouco menor do que paga hoje",,,
2028-11-24,09:02,"Com essa fórmula de cálculo, a suposta renúncia atingirá algo como R$ 35 bilhões e não os R$ 70 bilhões estimados pelo mercado",,,
2028-11-24,09:02,AOVIVO/Haddad diz que nas próximas semanas será divulgada a segunda leva de beneficiários dos benefícios fiscais,,,
2028-11-24,09:02,Correção das injustiças tem que ser feita em todos¬†os¬†ângulos**,,,
2028-11-24,09:02,AOVIVO/Haddad sobre IR: Nosso objetivo é que em 2026 a faixa de isenção atinja quem recebe até R$ 5 mil,,,
2028-11-24,09:02,"Ela irá beneficiar todo mundo que ganha até 5 mil e todo mundo até cerca de 7,5 mi lreais porque pagará uma alíquota um pouco menor do que paga hoje",,,
2028-11-24,09:02,"Com essa fórmula de cálculo, a suposta renúncia atingirá algo como R$ 35 bilhões e não os R$ 70 bilhões estimados pelo mercado",,,
2028-11-24,09:02,"dolar sobe 1,10%, a R$ 5,9788; dolar futuro, +0,27%, a R$ 5,9755",,,
2028-11-24,09:02,Juros futuros vão abrindo em alta,,,
2028-11-24,09:02,"Ibovespa futuro cai 0,39%, aos 127.610 pontos",,,
2028-11-24,09:04,"Brasil/IBGE: IPP de outubro sobe 0,94%, de +0,62%; no ano, sobe +6,46% e em 12 meses, +5,98%",,,
2028-11-24,09:05,AOVIVO/Haddad: Haddad diz que 100% das despesas de saúde seguirão sendo deduzidas,,,
2028-11-24,09:05,Mas a isenção de IR ficará limitada a quem tem salário de R$ 20 mil,,,
2028-11-24,09:08,"Brasil/IBGE: IPP da Indústria extrativa sobe 7,84%e outubro, de queda de 5,89% em setembro",,,
2028-11-24,09:08,"IPP da Indústria da Transformação sobe 0,63%, de +0,93%",,,
2028-11-24,09:08,"Preços de bens de capital sobem 0,92%; de bens de consumo, +0,68%; de bens de consumo semi e não duráveis, +1,23%",,,
2028-11-24,09:08,15 de 24 atividades exibiram alta nos preços,,,
2028-11-24,09:11,"AOVIVO/Haddad: Lula não dialoga apenas com o mercado, dialoga com o país inteiro",,,
2028-11-24,09:11,Lula ouviu opinião de todos nós [sobre as medidas] mas a decisão é do chefe do executivo,,,
2028-11-24,09:11,Tudo isso aqui foi discutido com todo mundo; todo mundo  foi ouvido e quando há divergência o presidente arbitra,,,
2028-11-24,09:16,AOVIVO/Rui Costa: O que estamos fazendo é um absoluto compromisso do presidente Lula com o equilíbrio fiscal,,,
2028-11-24,09:16,E é um compromisso do conjunto dos ministros e dos ministérios,,,
2028-11-24,09:16,Rui Costa diz que não existem chapeuzinhos vermelhos e lobos maus dentro do governo,,,
2028-11-24,09:16,Temos responsabilidade com o país; estamos acenando para responder ao mercado que está precificando no presente uma possibilidade de desequilíbrio futuro das contas,,,
2028-11-24,09:16,Aqui está se garantindo que esse desequilíbrio não ocorrerá e é o compromisso essencial das medidas que estamos tomando,,,
2028-11-24,09:17,AOVIVO/Rui Costa: Lula não abrirá mão do compromisso fiscal,,,
2028-11-24,09:17,"Todos os ajustes serão feitos para garantir no curto, médio e longo prazo o alinhamento das receitas e despesas no arcabouço fiscal",,,
2028-11-24,09:18,"AOVIVO/Rui Costa: Vi o mercado lançar notícias falsas para se aproveitar dos picos, inclusive de subida do dolar",,,
2028-11-24,09:20,AOVIVO/Rui Costa: Os agentes econômicos não estão sendo tomados de surpresa; o presidente anunciou na campanha ‚Äî referindo-se à isenção do IR,,,
2028-11-24,09:20,O mercado não se incomoda quando o governo deixa de arrecadar R$ 30 bi quando alguns não querem pagar a previdência de seus funcionários,_Ministro da Casa Civil rebate fortemente uma pergunta de um repórter do Estadão que afirmou que ele seria o elo político e que teria trabalhado para desidratar a reforma_,,
2028-11-24,09:22,AOVIVO/Rui Costa: Por que alguém que ganha R$ 10 milhões por ano não pode pagar 10% de IR,,,
2028-11-24,09:22,"O que se busca é um país mais justo, ""onde todo mundo que mora no condomínio pague a taxa para não falta água, luz e elevador""",,,
2028-11-24,09:22,Estamos dizendo para a sociedade: aqueles que moram na cobertura com piscina tem que pagar também,,,
2028-11-24,09:25,AOVIVO/Rui Costa: Iremos fazer ajustes para diminuir a judicialização dos programas sociais,,,
2028-11-24,09:25,"Dos 3 milhões de beneficiários do BPC, 1 milhão não tem o código CID no sistema",,,
2028-11-24,09:25,75% disso foram decidido por liminar do judiciário; vamos fazer um esforço gigantesco para fazer perícia em 2025,,,
2028-11-24,09:25,Queremos garantir que quem tem direito continue a receber o BPC,,,
2028-11-24,09:25,Temos 500 mil pessoas que foram incluídas no BPC no governo anterior e que não estão no CadUnico,,,
2028-11-24,09:26,"AOVIVO/Haddad: Nos últimos dois meses, os quatro ministros da JEO estiveram debruçados neste tema com a convicção de apresentar o que estamos mostrando hoje",,,
2028-11-24,09:29,AOVIVO/Haddad:  Ninguém aqui é teimoso de se negar a enxergar os dados,,,
2028-11-24,09:29,"Foram horas de debate e chegamos à conclusão de que., aprovadas essas medidas, vamos ter o equilíbrio",,,
2028-11-24,09:29,As distorções das contas públicas são tão grandes que teremos que voltar à elas,_Haddad diz que tem prefeito usando recursos da Lei Aldir Blanc para fazer superávit primário_,,
2028-11-24,09:31,"AOVIVO/Haddad: Até 2030, medidas vão representar contenção de despesas de R$ 327 bilhões",,,
2028-11-24,09:31,"Estou satisfeito com o reusltado deste ano, sobretudo porque alertamos que se fosse prorrogado o Perse e a desoneração da folha, não iríamos zerar o déficit",,,
2028-11-24,09:32,"_Haddad afirma que sabe que os jornalistas ouvem o mercado, mas diz que precisam cobrar do mercado as profecias erradas; o mercado não acertou no crescimento e no déficit. Errou e não errou pouco_",,,
2028-11-24,09:34,AOVIVO/Haddad: Seu eu passasse pela Fazenda sem fazer a reforma tributária do consumo e da renda eu sairia muito frustrado,,,
2028-11-24,09:34,"Temos orgulhos de estar entre as 10 maiores economias do mundo, mas não temos vergonha de estar entre os 10 mais desiguais",,,
2028-11-24,09:35,AOVIVO/Haddad sobre o mercado: é preciso considerar também a justiça social; economia está na vida das pessoas,,,
2028-11-24,09:39,AOVIVO/Haddad: Fiz o pronunciamento a pedido do presidente da República em função da complexidade dos temas que estão sendo tratados,,,
2028-11-24,09:39,Nosso objetivo é esclarecer; tento ser o mais discreto possível e procuro atender na medida da necessidade de esclarecimento,_Haddad diz que a única coisa que busca é fazer o Brasil crescer com sustentabilidade e justiça social e não relaciona aparição de ontem na TV com qualquer pretensão politica_,,
2028-11-24,09:40,"_Haddad deixa a coletiva em razão de compromisso como presidente do Senado, Rodrigo Pacheco_",,,
2028-11-24,09:41,AOVIVO/Tebet: Não foi o ministro Rui Costa que pediu para deixar o Fundeb de fora do arcabouço; fomos eu e Esther [Dweck] que somos professoras,,,
2028-11-24,09:41,Educação já está dentro do arcabouço fiscal; esse foi o ajuste do consenso,,,
2028-11-24,09:42,"AOVIVO/Tebet: Foi o ajuste possível do ponto de vista técnico, econômico e político",,,
2028-11-24,09:43,AOVIVO/Tebet: Uma condição essencial é garantir a justiça fiscal; estamos mexendo com o andar de baixo e temos que mexer com o andar de cima,,,
2028-11-24,09:44,_Termina a coletiva dos ministros e agora irão para a mesa os técnicos dos ministérios que irão detalhar ainda mais as medidas anunciadas_,,,
2028-11-24,09:44,MERCADOS: dolar e juros voltam a subir em meio ao pessimismo com o fiscal,"Sem a referência de NY, por feriado de Ação de Graças, dolar e juros estenderam a alta da véspera enquanto o mercado acompanha coletiva sobre o pacote fiscal, em meio ao ao crescente pessimismo sobre a perspectiva do  déficit orçamentário do país.  Anunciada junto com o plano de corte de gastos, a  isenção de IR para salários de até R$ 5 mil, promessa de campanha de Lula, e sua compensação pela tributação para rendas acima de R$ 50 mil,  incomodou o mercado, que desconfia do comprometimento fiscal do governo e isso atinge também as expectativas de inflação. Em meio à ampla liquidação de moedas emergentes após a eleição de Donald Trump nos EUA, o real lidera perdas entre os pares em desenvolvimento. Há pouco a moeda subia a R$ 5,9698 (+0,95%), batendo máxima de R$ 5,9983, enquanto os juros sobem entre 10 e 16pb, Ontem, o dolar futuro de dezembro fechou a R$ 5,9595 (+2,53%) e à vista a moeda fechou a R$ 5,91 (+1,81%). no maior nível da história do real.",,
2028-11-24,10:02,"Alemanha/Destatis: CPI de novembro sobe 2,2% na base anual, abaixo da previsão de +2,3%",,,
2028-11-24,10:09,"Ibovespa encerra leilões em queda de 0,25% (127.349,56)",,,
2028-11-24,10:10,"Durigan confirma alíquota mínima de até 10% para rendas acima de R$ 600 mil/ano, ou R$ 50 mil/mês",,,
2028-11-24,10:10,"A alíquota será progressiva, atingindo 10% para renda total, inclusive dividendos, em torno de R$ 1 milhão",,,
2028-11-24,10:10,Quem já pagou imposto de até 10% não será atingido,,,
2028-11-24,10:17,"dolar na máxima de +0,98% a R$ 5,9705 após coletiva de ministros sobre o pacote de cortes",,,
2028-11-24,10:17,Acompanhe a movimentação das principais ações do Ibovespa:,"Bradesco PN: -0,30% (R$ 13,28) Itaú: -1,09% (R$ 33,53) Petrobras ON: +0,16% (R$ 42,53) - _Acompanhando a valorização dos contratos futuros de petróleo. Estatal assinou acordo visando implantação de uma planta de e-metanol e divulgou o teaser referente à venda de sua participação minoritária de 25% no Campo de Tartaruga._ Petrobras PN: +0,10% (R$ 39,03) - Acompanhando a valorização dos contratos futuros de petróleo Vale: +0,28% (R$ 58,29) _Em linha com alta do minério em Cingapura_",,
2028-11-24,10:24,"*COMPENSA√á√ÉO SER√Å EXIGIDA.* _Em declaração para comentar a isenção do IR para renda de até R$ 5 mil/mês, o secretário da Fazenda, Dario Durigan, disse há pouco que a equipe econômica ""não aceitará"" que não tenha compensação - ou seja, que não tenha correspondência com a alíquota mínima de 10% sobre a renda total de quem ganha acima de R$ 50 mil. Aqui, cabe a ressalva de que essa alíquota será progressiva, atingindo os 10%, segundo ele, ""para quem ganha R$ 1 milhão"". Cabe ressaltar, porém, que a reforma da renda terá de ser aprovada pelo Congresso, não apenas a isenção para a faixa de até R$ 5 mil, mas também a tributação para os super-ricos, o que não está garantido._",,,
2028-11-24,10:28,Maiores altas do Ibovespa:,"Suzano: +1,93% (R$ 60,89) - _Favorecida por dolar em alta_ Ambev: +0,88% (R$ 12,66) Klabin: +0,70% (R$ 21,44) ‚Äì _Com dolar em alta_",,
2028-11-24,10:28,Maiores baixas do Ibovespa:,"Eztec : -5,33% (R$ 13,15) -  _Pressionada por alta dos juros_ Cyrela: -4,17% (R$ 19,28) - _Sob pressão dos juros_ Natural: -3,38% (R$ 14,30) - __Devolvendo alta da véspera, após anunciar acordo com credores quirografários da Avon_",,
2028-11-24,10:40,Durigan: regra do salário mínimo é central do ponto de vista fiscal,,,
2028-11-24,10:40,"O reajuste continuará a ser pelo INPC e terá o limite do arcabouço, ou seja, até 2,5% acima da inflação",,,
2028-11-24,10:40,"Nova regra do mínimo valerá até 2030, depois haverá lei complementar para definir parâmetro",,,
2028-11-24,10:43,"dolar na máxima de +1,09% a R$ 5,9770",,,
2028-11-24,10:44,Reação ao pacote fiscal,,,
2028-11-24,10:44,"Pacote não garante corte de R$ 70 bilhões, nem responsabilidade fiscal, diz UBS",,,
2028-11-24,10:44,Anuncio deixa dívida pública do Brasil em caminho insustentável,,,
2028-11-24,10:44,Isenção de IR para faixa de até R$ 5 mil adiciona combustível a temor fiscal,,,
2028-11-24,10:49,"Abras: Consumo dos lares brasileiros subiu 3,5% na passagem de setembro para outubro",,,
2028-11-24,10:49,"Na comparação anual, a alta registrada foi de 2,9%","_Segundo a entidade, a inflação continuou pressionando os alimentos e fez com que o consumidor substituísse proteínas animais e trocasse marcas de produtos básicos para compor a cesta de abastecimento. Segundo ele, em outubro, a cesta medida pela entidade subiu 2,44% ante setembro, maior indicador para o mês de outubro desde 2020_",,
2028-11-24,10:57,Reação ao pacote/Bradesco Asset,,,
2028-11-24,10:57,"Para nós, pacote não chega a R$ 70 bilhões, fica em torno de R$ 40 bilhões, diz Bruno Funchal",,,
2028-11-24,10:57,Investidor que aposta no Brasil está começando a vender,,,
2028-11-24,10:57,Isenção de IR tem custo elevado pela dificuldade de criar o imposto de compensação,,,
2028-11-24,10:57,Risco está mais para redução de receita por mudança da tabela do IR do que para neutralidade,,,
2028-11-24,10:57,Combate à inflação fica mais difícil e isso deve gerar pressão no BC,,,
2028-11-24,11:01,"Durigan informa que pacote será encaminhado ao Congresso por meio de uma PEC, um projeto de lei complementar e lei ordinária",,,
2028-11-24,11:01,"""Queremos que as propostas cheguem ao Legislativo até o final da semana",,,
2028-11-24,11:01,Propostas para limitação de despesas são prioritárias para aprovação ainda neste ano,,,
2028-11-24,11:02,AOVIVO/Pacheco; Queremos até o final do ano ter apreciado as medidas do governo,,,
2028-11-24,11:02,Vamos ter três semanas de intenso trabalho no Senado para chegar no recesso com as medidas legislativas apreciadas,,,
2028-11-24,11:02,As medidas entram agora como prioridade,,,
2028-11-24,11:04,AOVIVO/Haddad: Saímos daqui com esperança,,,
2028-11-24,11:06,AOVIVO/Haddad: Vamos ver como [o dolar] se acomoda conforme vai se explicando,,,
2028-11-24,11:06,√â um debate sobre a renda; sabíamos que isso exigiria maiores explicações,,,
2028-11-24,11:06,"√â um tema que não vai ser votado esse ano, mas tem que ser enfrentado; vamos abrir um debate importante no país sobre a questão da justiça tributária no país",,,
2028-11-24,11:06,√â um assunto que vai contar com o ano de 2025 e vamos ter tempo porque não há eleição,,,
2028-11-24,11:06,Vamos fazer com as pessoas se defrontem com a realidade tributária para tomar a melhor decisão,,,
2028-11-24,11:07,AOVIVO/Haddad volta a dizer que a reforma da renda será neutra,,,
2028-11-24,11:08,"AOVIVO/Haddad: Acredito que os números [anunciados] estão adequados, mas eu apostaria em números maiores",,,
2028-11-24,11:09,"AOVIVO/Haddad: Os temas apresentados não têm novidades, são temas do dia a dia dos parlamentares",,,
2028-11-24,11:09,Enquanto eu falava [com os líderes] as reações foram sempre no sentido de que realmente precisa fazer algo a respeito,,,
2028-11-24,11:09,Acredito realmente que as coisas podem ser bem encaminhadas,,,
2028-11-24,11:11,AOVIVO/Haddad: Não queremos que aconteça com o arcabouço o que ocorreu com o teto de gastos,,,
2028-11-24,11:11,Calibramos o arcabouço para ele ter vida longa; cada despesa terá que ser tratada,,,
2028-11-24,11:11,"Se alguma parte não estiver ok, temos que voltar à mesa; saiu algo do roteiro, voltamos para a mesa",,,
2028-11-24,11:11,"Se tivermos surpresas que exijam algo, voltamos ao presidente",,,
2028-11-24,11:12,Haddad diz que tem que voltar a ser rotina tratar do fiscal,,,
2028-11-24,11:12,"_Haddad encerra declarações ao lado do presidente do Senado, Rodrigo Pacheco, após reunião com os líderes da Casa_",,,
2028-11-24,11:25,Mensagem apagada,,,
2028-11-24,11:35,"Com dolar a R$ 5,9925 (+1,34%), após máxima a R$ 6,0005; juros sobem em torno dos 25pb",,,
2028-11-24,11:35,"Jan /26 a 13,745%, de 13,551%; Jan/27 a 13,895%, de 13,662%; Jan/29 a 13,725%, de 13,485%; Jan~/31 a 13,560%, de 13,332%",,,
2028-11-24,11:43,"Ibovespa em nova mínima, está perto de perder os 126 mil pontos, em baixa de 1,29% (126.018,13)",,,
2028-11-24,11:54,"MERCADOS:  Sob pressão do fiscal, Ibovespa ameaça perder os 126 mil pontos; dolar vai a R$ 6 pela 1ª vez na história","Apesar da alta de Vale e de Petrobras, que têm grande peso no índice e acompanham as commodities, o Ibovespa ameaça perder os 126 mil pontos, caindo 126.090,38 (-1,24%), no menor nível desde agosto. O mau humor generalizado é uma reação à divulgação do pacote fiscal, que incluiu o anúncio da proposta de campanha de Lula de isenção de IR a rendas de até R$ 5 mil e taxação para quem  ganha acima de R$ 50 mil. A previsão do governo é de uma economia de R$ 71,9 bilhões em 2025 e 2026, mas o mercado vê pouca clareza sobre reformas estruturais amplas e teme que déficits orçamentários insustentáveis ‚Äã‚Äãestimularão a inflação mais alta, elevando riscos de crédito. Sem a referência de NY, fechado por feriado de Ação de Graças, dolar e juros seguem estressados. A moeda já subiu à máxima de R$ 6 pela primeira vez na história do real, e há pouco avançava a R$ 5,9901 (+1,30%). Os juros futuros disparam entre 25pb e 28pb com a projeção de BC mais agressivo, com alta da Selic em 75pb em dezembro  e 100 pb em janeiro.",,
2028-11-24,11:54,"MERCADOS:  Sob pressão do fiscal, Ibovespa ameaça perder os 126 mil pontos; dolar vai a R$ 6 pela 1ª vez na história","Apesar da alta de Vale e de Petrobras, que têm grande peso no índice e acompanham as commodities, o Ibovespa ameaça perder os 126 mil pontos, caindo 126.090,38 (-1,24%), no menor nível desde agosto. O mau humor generalizado é uma reação à divulgação do pacote fiscal, que incluiu o anúncio da proposta de campanha de Lula de isenção de IR a rendas de até R$ 5 mil e taxação para quem  ganha acima de R$ 50 mil. A previsão do governo é de uma economia de R$ 71,9 bilhões em 2025 e 2026, mas o mercado vê pouca clareza sobre reformas estruturais amplas e teme que déficits orçamentários insustentáveis ‚Äã‚Äãestimularão a inflação mais alta, elevando riscos de crédito. Sem a referência de NY, fechado por feriado de Ação de Graças, dolar e juros seguem estressados. A moeda já subiu à máxima de R$ 6 pela primeira vez na história do real, e há pouco avançava a R$ 5,9901 (+1,30%). Os juros futuros disparam entre 25pb e 28pb com a projeção de BC mais agressivo, com alta da Selic em 75pb em dezembro  e 100 pb em janeiro.",,
2028-11-24,12:08,Reação ao pacote,*,,
2028-11-24,12:08,XP Investimentos/Tiago Sbardelotto: Governo perdeu oportunidade de fazer um ajuste mais profundo para manter o arcabouço fiscal de pé por mais tempo,,,
2028-11-24,12:08,"""Há medidas positivas, estruturantes, como a mudança na regra do salário mínimo que ainda vai crescer acima do arcabouço no longo prazo",,,
2028-11-24,12:32,"EMPRESAS: Varejistas, construtoras e outras empresas sensíveis à economia recuam forte no Ibovespa",,,
2028-11-24,12:32,"Localiza cai 7,92%; MRV perde 7,46%,  Azza -7,26%; Cyrela -6,81%; Vamos -6,39%, entre as maiores perdas do índice",,,
2028-11-24,12:44,<Mídia oculta>,,,
2028-11-24,13:08,"dolar à vista renova máxima a R$ 6,0015, alta de 1,49%",,,
2028-11-24,13:09,Juros futuros já testam os 14%,,,
2028-11-24,13:09,"DI Jan/26 a 13,865%; Jan/27 a 14,010%; Jan/29 a 13,845%; Jan/31 a 13,700%; Jan/33 a 13,580%",,,
2028-11-24,13:14,Reação ao pacote,,,
2028-11-24,13:14,BR Partners/Ricardo Lacerda: Pacote de gastos foi decepcionante; há muito a melhorar,,,
2028-11-24,13:14,Vai ser muito difícil alcançar os R$ 70 bilhões com os mecanismos propostos,,,
2028-11-24,13:14,Achei ruim priorizar isenção de impostos antes de ter proposto os cortes,,,
2028-11-24,13:32,"Europa/Fechamento:  FTSE100 de Londres sobe 0,04%; DAX de Frankfurt avança 0,84%; CAC40 de Paris ganha 0,54%",,,
2028-11-24,13:32,"Stoxx 600 sobe 0,45%, aos 507,23 pontos",,,
2028-11-24,14:05,"MERCADOS: Bolsas europeias se recuperam de perdas recentes, de olho em inflação na Alemanha","As bolsas europeias subiram nesta 5ªF, em uma sessão de recuperação perdas recentes, apesar da liquidez reduzida devido ao feriado nos EUA. Os investidores analisaram os dados de inflação na Alemanha e de sentimento econômico na zona do euro, que vieram melhores do que as expectativas. O índice Stoxx 600 fechou em alta de 0,46%, a 507,30 pontos. O FTSE100, de Londres, subiu 0,08%. O DAX, de Frankfurt, ganhou 0,85%. E o CAC40, de Paris, avançou 0,51%.",,
2028-11-24,14:10,Padilha: Lira e líderes sinalizaram que Câmara fará o necessário para aprovar pacote em 2024,"O ministro das Relações Institucionais, Alexandre Padilha, disse que houve sinalização do presidente da Câmara, Arthur Lira, bem como de lideranças da Casa, para fazer ""aquilo que for necessário"" à aprovação do pacote de corte de gastos ainda em 2024. ""Será feito aquilo que for necessário. Eventualmente aproveitar alguma PEC que já tramitou na Comissão Especial e está pronta para o Plenário. Eventualmente, se necessário, a depender do texto, iniciar desde o começo da tramitação na Comissão Especial.""",,
2028-11-24,14:17,"XP reitera recomendação de compra para Natura, com preço-alvo de R$ 19",,,
2028-11-24,14:17,"Acordo da empresa para recuperação da Avon é positivo e sustenta otimismo dos investidores, diz a corretora",,,
2028-11-24,14:21,Reação ao pacote,,,
2028-11-24,14:21,"Barclays: Pacote foi ofuscado por isenção de IR, o que exige resposta mais firme do BC",,,
2028-11-24,14:21,Taxas precisam incorporar mais prêmio e câmbio deve enfraquecer ao longo do tempo,,,
2028-11-24,14:21,"Pacote é esforço bem-vindo para fortalecer arcabouço, mas sozinho não garante cumprimento da meta",,,
2028-11-24,14:31,"Santander tem recomendação neutra para Usiminas, com preço-alvo de R$ 6,50",,,
2028-11-24,14:31,"Para o banco, siderúrgica tem chances promissoras de melhorar a eficiência e a competitividade em várias frentes",,,
2028-11-24,14:34,Reação ao pacote,,,
2028-11-24,14:34,"Goldman Sachs/Alberto Ramos: Pacote fiscal é decepcionante, disperso, com retorno duvidoso e benefícios excessivamente concentrados no futuro",,,
2028-11-24,14:34,Medidas não são ambiciosas e o impacto parece muito atrasado para as atuais necessidades; economia de R$ 70 bi em 2 anos é modesta,,,
2028-11-24,14:34,"Pacote não traz medidas de corte de gastos; na prática, ações visam desacelerar ritmo de crescimento das despesas obrigatórias e evitar redução excessiva das discricionárias, o que seria o fim do arcabouço fiscal",,,
2028-11-24,14:39,"Barclays aposta em alta de 0,75 pp da Selic em dezembro, atingindo 12%; para 2025, taxa terminal sobe de 12,75% para 13,50%",,,
2028-11-24,14:44,Lira avisa que PEC do corte de gastos terá que tramitar pela CCJ; governo pedirá que texto siga direto ao plenário,"O presidente da Câmara, Arthur Lira, informou aos líderes partidários que a PEC do pacote fiscal deve seguir o rito normal e começar a tramitar pela Comissão de Constituição e Justiça (CCJ) e depois por uma comissão especial, mas que acredita que seja possível votar a matéria ainda este ano na Casa. O calendário preocupa os governistas. Ao *Valor*, o líder do governo na Câmara, deputado José Guimarães, disse que técnicos já levantaram que há uma PEC de tema correlato pronta para o plenário, a qual poderia ser apensada à PEC do governo para acelerar a tramitação, da mesma forma como ocorreu com a ""PEC da Transição"" em 2022. ""Vou pedir ao presidente Arthur Lira que enderece essa PEC ao plenário também."" A preocupação, também expressa por outros líderes governistas, é tanto com o prazo apertadíssimo como com a condução da CCJ, que é presidida pela deputada Carol de Toni (PL-SC), da oposição. Caberá a ela escolher um relator e presidir as sessões de debate. Depois, ainda será preciso votar na comissão especial, o que demora, no cenário mais otimista, duas semanas.",,
2028-11-24,14:50,Reação ao pacote,,,
2028-11-24,14:50,"Warren/Felipe Salto: Pacote irá produzir 62,7% da economia estimada pelo governo; efeito será de R$ 19,2 bi em 2025 e R$ 25,9 bi em 2026",,,
2028-11-24,14:50,"Efeito é inferior ao desejado, mas é relevante e está na direção correta; porém é insuficiente para gerar superávit, mesmo na estimativa do governo",,,
2028-11-24,14:55,"Taxa Ptax fecha em R$ 5,9871, alta de 2,71%",,,
2028-11-24,15:02,"MERCADOS: Sem NY e frustrado com pacote, investidor bota pressão nos juros e no dolar, mas agora com menos força","Sem a referência de NY, fechada devido ao feriado de Ação de Graças, e diante da frustração com o pacote de corte de gastos do governo, os ativos domésticos seguem deteriorados na tarde desta 5ªF, mas já se afastaram dos piores momentos do dia. Após cravar a marca histórica de R$ 6,0036 (+1,52%), o dolar à vista subia 1,25% há pouco, para R$ 5,9870. Os juros futuros chegaram a testar os 14% no vencimento de 2027, mas agora se acomodam pouco abaixo disso, ainda incorporando mais de 30 pb de prêmio (DI Jan/26 a 13,830%; Jan/27 a 13,950%; Jan/29 a 13,785%; Jan/31 a 13,640%). O Ibovespa opera abaixo dos 126 mil pontos (-1,32%, a 125.984 pontos), com ações de exportadoras (JBS ON +3,95%; Suzano ON +2,88%) pegando carona na disparada do dolar e evitando um tombo mais da bolsa brasileira.",,
2028-11-24,15:23,"Febraban vê pacote fiscal na direção certa, mas alerta para pisos constitucionais e isenção do IR","A Febraban afirmou que o pacote fiscal vai na direção certa e reconhece a situação crítica das contas públicas. No entanto, a entidade afirmou que será necessário rever o aumento dos pisos constitucionais de educação e saúde, e evitar que a isenção do Imposto de Renda para pessoas com renda de até R$ 5 mil comprometa o esforço de corte de despesas em outras áreas. ""Considerando o contexto desafiador da crescente trajetória da dívida pública e sem entrar nos detalhes do efeito das medidas anunciadas nos gastos - análise que a Febraban ainda irá se aprofundar -, o Pacote Fiscal está na direção correta"", disse o presidente da entidade, Isaac Sidney. Segundo ele, o pacote também é um reconhecimento de que são necessárias medidas adicionais ao arcabouço fiscal para conter a expansão da dívida pública e permitir que os juros caiam de forma estrutural, bem como o câmbio e a inflação.",,
