DataHora,Manchete,Direção
2024-11-29 16:08:00,"T-note de 10 anos cai a 4,1714%, de 4,2605%",Diminuição
2024-11-29 16:12:00,Reação à bandeira verde,Diminuição
2024-11-29 16:12:00,"Terra/Homero Guizzo: Bandeira verde já estava incorporada no cenário, evitando IPCA perto de 5% em 2024",Diminuição
2024-11-29 16:20:00,"Projetos do pacote de corte de gastos serão protocolados hoje, PEC fica para 2aF",Diminuição
2024-11-29 16:23:00,BCE/Stournaras: Tarifas dos EUA podem justificar cortes agressivos,Diminuição
2024-11-29 16:36:00,IFI: Potência do pacote do governo é insuficiente para reverter déficits de 2025 e 2026,Diminuição
2024-11-29 16:47:00,Banqueiros temem nova onda de piora da inadimplência com Selic podendo superar 14%,Aumento
2024-11-29 16:54:00,"Petróleo/fechamento: Brent para fevereiro recua 1,29%, a US$ 71,84 por barril, na ICE",Aumento
2024-11-29 16:59:00,Nilton David irá ocupar vaga de Gabriel Galípolo (Política Monetária),Diminuição
2024-11-29 16:59:00,"Izabela Correa assume vaga de Carolina de Assis Barros (Relacionamento, Cidadania e Supervisão de Conduta)",Diminuição
2024-11-29 16:59:00,Gilneu Vivan ocupará vaga de Otávio Damaso (Regulação),Diminuição
2024-11-29 17:03:00,"dolar à vista fecha em alta de 0,20%, a R$ 6,0012, após oscilar entre R$ 5,9579 e R$ 6,1155",Diminuição
2024-11-29 17:03:00,Moeda renovou recordes intradiário e de fechamento,Diminuição
2024-11-29 17:15:00,"MERCADOS: Petróleo recua mesmo diante da baixa do dolar, com preocupação sobre demanda em foco",Diminuição
2024-11-29 17:19:00,"BC: Lula indica Nilton David, chefe de operações de Tesouraria do Bradesco, para diretoria de Política Monetária",Diminuição
2024-11-29 17:24:00,Nilton David foi responsável por reestruturar mesas da tesouraria do Bradesco; mercado elogia indicação,Aumento
2024-11-29 17:36:00,"dolar futuro para janeiro acentua queda para -0,79%, a R$ 5,9920, após indicações de novos diretores do BC",Aumento
2024-11-29 17:37:00,"MERCADOS: dolar renova recorde, mas fecha longe da máxima com compromisso de Lira e Pacheco em aprovarem medidas com rapidez",Aumento
2024-11-29 17:54:00,"Ibovespa recupera os 126 mil pontos, alta de 1,12%",Aumento
2024-11-29 17:55:00,Governo protocola projeto com gatilhos para arcabouço e bloqueio para emendas,Aumento
2024-12-02 09:04:00,Juros futuros abrem em alta,Aumento
2024-12-02 09:04:00,"Ibovespa futuro é estável a 126.060 pontos (0,00%)",Aumento
2024-12-02 09:23:00,Programa permite que subsidiárias no exterior possam permitir até US$ 1 bilhão,Diminuição
2024-12-02 09:40:00,MERCADOS: dolar e juros sobem com exterior e fiscal no radar,Diminuição
2024-12-02 09:56:00,"Gabriel Galípolo faz palestra daqui a pouco, à partir de 10h, em evento da XP com investidores",Diminuição
2024-12-02 10:09:00,"Após leilões, Ibovespa cede 0,20% (125.422,24)",Aumento
2024-12-02 10:12:00,Acompanhe a movimentação das principais ações do Ibovespa:,Aumento
2024-12-02 10:13:00,"Brasil: PMI medido pela S&P Global vai a 52,3 pontos em novembro ante 52,9 pontos em outubro",Aumento
2024-12-02 10:21:00,Começa palestra de Galípolo em evento da XP,Aumento
2024-12-02 10:21:00,Maiores altas do Ibovespa:,Aumento
2024-12-02 10:21:00,Maiores baixas do Ibovespa:,Aumento
2024-12-02 10:23:00,AOVIVO/Galípolo: A questão fiscal ficou em discussão durante todo o ano de 2024,Diminuição
2024-12-02 10:23:00,AOVIVO/Galípolo: Mudanças nas projeções têm menos a ver com mudança fiscal e mais com a economia dinâmica,Diminuição
2024-12-02 10:24:00,AOVIVO/Galípolo fala sobre as eleições dos EUA e sobre o impacto de Trump nas ações do Fed; temos o payroll e precisamos ver como vai impactar,Aumento
2024-12-02 10:25:00,AOVIVO/Galípolo diz que as condições econômicas do Brasil demandam uma política contracionista por tempo mais longo,Diminuição
2024-12-02 10:25:00,Reação ao PMI da zona do euro,Diminuição
2024-12-02 10:25:00,Oxford: Leitura do PMI industrial confirmou contração no 4TRI; apenas a Espanha ficou acima da marca de 50 em novembro entre os quatro maiores países,Diminuição
2024-12-02 10:25:00,"Ocorrerá um aumento suave na taxa de desemprego nos próximos trimestres, mas não uma deterioração severa",Diminuição
2024-12-02 10:26:00,AOVIVO/Galípolo: Talvez progressividade fiscal tenha dado dinheiro a quem tenha propensão a consumo alto,Diminuição
2024-12-02 10:28:00,"AOVIVO/Galípolo: Papel do BC é reancorar as expectativas, afirma",Aumento
2024-12-02 10:29:00,"Mercado espera então uma resposta do BC, como visto no Focus e em outros",Aumento
2024-12-02 10:32:00,"AOVIVO/Galípolo: Nas últimas semanas, houve volatilidade por tentativa de digerir as informações [sobre o pacote fiscal]",Aumento
2024-12-02 10:33:00,"AOVIVO/Galípolo: Mercado tentou entender o que está acontecendo, na tentativa clara de digerir",Aumento
2024-12-02 10:33:00,"Tem duas situações: a desancoragem, que está mais tempo, e a outra que está relacionada com o que está acontecendo atualmente",Aumento
2024-12-02 10:34:00,AOVIVO/Galípolo reafirma que BC não dará qualquer guidance e diz que banco central não irá agregar mais volatilidade no processo,Aumento
2024-12-02 10:34:00,Temos revelado a cada Copom como estamos lendo o quadro,Aumento
2024-12-02 10:35:00,AOVIVO/Galípolo diz que no BIS teve que explicar porque o país está com taxa de 11% [de juros] e está em pleno emprego,Aumento
2024-12-02 10:38:00,"AOVIVO/Galípolo: Tem várias maneiras de chegar à ancoragem, e seria inadequado falar agora",Aumento
2024-12-02 10:38:00,Temos humildade também para encarar as surpresas que estão acontecendo,Aumento
2024-12-02 10:43:00,AOVIVO/Galípolo: Dados que chegam até agora continuam demonstrando uma resiliência grande da economia,Aumento
2024-12-02 10:47:00,AOVIVO/Galípolo volta a dizer que o BC só faz atuação [no câmbio] em caso de disfuncionalidade,Aumento
2024-12-02 10:47:00,"Segundo ele, não haverá mudança na política cambial com a chegada de Nilton David na diretoria do BC",Aumento
2024-12-02 10:50:00,"AOVIVO/Galípolo diz que o câmbio flutuante é um dos pilares da economia brasileira, essencial para um momento como este",Aumento
2024-12-02 10:53:00,"dolar faz nova máxima a R$ 6,0714",Diminuição
2024-12-02 10:54:00,AOVIVO/Galípolo diz que meta é um não-tema para o BC; diretor de BC persegue a meta,Diminuição
2024-12-02 10:54:00,Já temos muita coisa para olhar e observar,Diminuição
2024-12-02 10:56:00,AOVIVO/Galípolo diz que a questão da meta é página virada e que o BC tem instrumentos para cumprir a meta de inflação,Diminuição
2024-12-02 10:56:00,AOVIVO/Galípolo diz que a questão da meta é página virada e que o BC tem instrumentos para cumprir a meta de inflação,Diminuição
2024-12-02 11:08:00,"Investidores estrangeiros retiram R$ 969,0216 milhões da B3 no dia 28/11, 5aF; em novembro, até o momento houve retirada de R$ 2,578 bi",Diminuição
2024-12-02 11:08:00,"No acumulado do ano, fluxo segue negativo em R$ 33,339 bilhões",Diminuição
2024-12-02 11:12:00,AOVIVO/Galípolo diz estar contente de conseguir mostrar a fortaleza institucional do BC com a transição,Aumento
2024-12-02 11:12:00,"Estou muito orgulhoso de participação da primeira transição do BC autonomo, diz",Aumento
2024-12-02 11:17:00,"Flávio Dino (STF) libera a retomada das emendas parlamentares com imposições a depender de cada emenda, informa a Globonews",Diminuição
2024-12-02 11:17:00,"Emendas de relator, por exemplo, podem ser retomadas desde que o ordenador de despesas verifique que o portal da transparência contenha nomes dos parlamentares",Diminuição
2024-12-02 11:32:00,"NY/Abertura: Dow Jones 0,11% (44.960,57); S&P 0,18% (6.043,05) e Nasdaq 0,18% (19.270,32)",Aumento
2024-12-02 11:46:00,"EUA/S&P Global: PMI industrial (final) em novembro sobe a 49,7, de 48,5; consenso 48.8",Diminuição
2024-12-02 11:47:00,MERCADOS: Ibovespa cede e dolar avança com incerteza fiscal e cautela com exterior,Diminuição
2024-12-02 12:00:00,"EUA/ISM Chicago: PMI em novembro sobe a 48,4, de 46,5; mediana 47.5",Aumento
2024-12-02 12:03:00,"EUA/Depto do Comércio: investimentos em construção de outubro apontam alta de 0,4% , de 0,1% em setembro; consenso 0,2%",Diminuição
2024-12-02 12:25:00,EUA/ISM: Atividade fabril nos EUA diminui menos do que o previsto à medida que os pedidos aumentam,Diminuição
2024-12-02 12:48:00,"DXY faz nova máxima aos 106,724 pontos (0,93%)",Diminuição
2024-12-02 12:55:00,B3: Primeira prévia do Ibovespa inclui Marcopolo PN e retira Alpargatas e Eztec da carteira,Diminuição
2024-12-02 13:05:00,"dolar à vista renova máxima a R$ 6,0914, alta de 1,50%",Diminuição
2024-12-02 13:33:00,"Europa/Fechamento: FTSE100 de Londres ganha 0,21%; DAX de Frankfurt sobe 1,44%; CAC40 de Paris recua 0,20%",Aumento
2024-12-02 13:33:00,"Stoxx600 sobe 0,54%, aos 513,0 pontos",Aumento
2024-12-02 13:48:00,Vale/Stieler busca novos conselheiros independentes para a mineradora,Aumento
2024-12-02 13:51:00,BCE/Rehn: Há motivos para continuar com cortes nos juros em dezembro,Aumento
2024-12-02 13:56:00,"Fazenda/Durigan: Revisão de gastos não resolve problema em definitivo, mas tira pressão até 2026",Diminuição
2024-12-02 14:05:00,Fazenda/Durigan: Projeto de lei da isenção do IR deve trazer mudanças para pagamento de dividendos no exterior,Diminuição
2024-12-02 14:11:00,"MERCADOS: Bolsas europeias fecham em alta, mas crise política na França limita CAC40",Aumento
2024-12-02 14:25:00,"Santander tem recomendação de compra para MRV, com preço-alvo de R$ 12,50",Diminuição
2024-12-02 14:25:00,"Empresa sinalizou redução da alavancagem e novas estratégicas de geração de caixa, na direção certa para uma recuperação, diz o banco",Diminuição
2024-12-02 14:32:00,"MP junto ao TCU pede suspensão de campanhas sobre pacote fiscal, se confirmado desperdício",Diminuição
2024-12-02 14:32:00,EMPRESAS: RD Saúde avança após revisar projeções para abertura de lojas em 2025,Diminuição
2024-12-02 14:34:00,"Fed/Bostic: Progresso da inflação nos EUA não estagnou, apesar de recente irregularidade",Diminuição
2024-12-02 14:35:00,Fed/Bostic: Economia dos EUA está sólida e mercado de trabalho parece estável em emprego máximo,Diminuição
2024-12-02 14:36:00,Fed/Bostic: Ainda existem riscos para a estabilidade de preços e o mercado de trabalho,Diminuição
2024-12-02 14:38:00,"Taxa Ptax fecha em R$ 6,0634, alta de 0,16%",Diminuição
2024-12-02 14:40:00,Fed/Bostic: Estamos analisando se há sinais de deterioração rápida do mercado de trabalho,Diminuição
2024-12-02 14:40:00,Acredito que estamos no caminho certo para atingir meta da inflação em 2%,Diminuição
2024-12-02 14:45:00,"Fed/Bostic: Trajetória dos juros não está predeterminada, será dependente de dados e riscos",Diminuição
2024-12-02 14:49:00,"Ibovespa vira e opera na máxima do dia, aos 125.885 pontos, alta de 0,17%",Diminuição
2024-12-02 15:02:00,"MERCADOS: Ativos domésticos tentam recuperação, mas cenário externo ainda mantém dolar em alta",Diminuição
2024-12-02 15:03:00,"Tesouro divulgará amanhã, às 14h30, resultado do Governo Central em outubro; coletiva às 15h",Aumento
2024-12-02 15:12:00,"Cobre fecha perto da estabilidade, com dolar forte anulando otimismo com dados de atividade melhores na China",Aumento
2024-12-02 15:12:00,"Na Comex, o contrato para dezembro caiu 0,12%, a US$ 4,0755 por libra-peso",Aumento
2024-12-02 15:12:00,"Na LME, o contrato para três meses tinha baixa de 0,23% há pouco, para US$ 8.944 por tonelada",Aumento
2024-12-02 15:24:00,Casa Civil/Rui Costa: PEC com cortes de gastos será enviada hoje ao Congresso,Aumento
2024-12-02 15:46:00,França: Premiê enfrentará voto de desconfiança ao forçar aprovação de medidas orçamentárias,Aumento
2024-12-02 15:53:00,"Cemig lança edital para compra de energia no mercado livre, para o período de 2025 a 2028",Diminuição
2024-12-02 15:53:00,Certame está previsto para ocorrer em 18/12,Diminuição
2024-12-02 16:04:00,"Lula terá reunião às 16h30 com Haddad, Padilha e líderes do Congresso para tratar do pacote fiscal (fontes do Broadcast)",Diminuição
2024-12-02 16:07:00,EMPRESAS: Azul lidera perdas sob pressão do dolar forte,Aumento
2024-12-02 16:24:00,Relator do Orçamento diz que decisão de Dino que libera emendas acalma o Parlamento,Diminuição
2024-12-02 16:26:00,Gol terá audiência nos EUA no dia 20 para discutir acordo sobre dívida fiscal de R$ 4 bi com governo (Coluna do Broadcast),Aumento
2024-12-02 16:29:00,EUA temem que cessar-fogo no Líbano não se mantenha,Diminuição
2024-12-02 16:30:00,STF/Barroso determina que sessão virtual para analisar decisão de Dino sobre emendas parlamentares comece às 18h,Diminuição
2024-12-02 16:50:00,"Petróleo/fechamento: Brent para fevereiro recua 0,01%, a US$ 71,83 por barril, na ICE",Diminuição
2024-12-02 16:54:00,"MERCADOS: Petróleo fica estável, com dolar forte limitando efeitos de dados positivos na China e expectativa por reunião da Opep",Aumento
2024-12-02 17:00:00,"dolar à vista fecha em alta de 1,11%, a R$ 6,0680, após oscilar entre R$ 5,9959 e R$ 6,0919",Aumento
2024-12-02 17:08:00,"MERCADOS: Ameaça de Trump dá novo folego ao dolar, mesmo após Galípolo descartar intervenção no câmbio",Aumento
2024-12-02 17:17:00,Lula fará jantar de fim de ano com bancada do PT na Câmara e ministros; pacote fiscal estará no cardápio,Diminuição
2024-12-02 17:20:00,"Magazine Luiza vendeu mais de R$ 1,2 bi em produtos na 6aF (29), data oficial da Black Friday",Aumento
2024-12-02 17:23:00,Fed/Waller: Política monetária ainda está restritiva,Aumento
2024-12-02 17:23:00,"Dados dão suporte a novo corte de 0,25 pp no próximo encontro",Aumento
2024-12-02 17:31:00,Randolfe prevê aprovação do pacote fiscal em duas semanas e diz que liberação de emendas ajudam governo,Aumento
2024-12-02 17:32:00,EMPRESAS: Braskem avança com foco em possíveis mudanças na diretoria,Aumento
2024-12-02 17:33:00,Fed/Waller: As coisas não estão tão claras nos dados recentes sobre o mercado de trabalho,Aumento
2024-12-02 17:35:00,Vou monitorar dados dados próximas semanas de perto para decidir sobre juros,Diminuição
2024-12-02 17:40:00,"Fed/Waller: Se dados não indicarem desaceleração da inflação, apoiarei manutenção dos juros",Diminuição
2024-12-02 17:46:00,"O executivo chegou ao grupo em maio de 2022, contratado como assessor financeiro na reestruturação da companhia",Diminuição
2024-12-02 17:46:00,"Ele foi substituído por Leonardo de Mattos Galvão, CEO da Mover (ex-Camargo Corrêa), holding que controla a Intercement",Diminuição
2024-12-03 09:00:00,"IBGE: PIB do 3Tri do Brasil é de 0,90%. no consenso, ante 1,40% registrado no segundo trimestre",Diminuição
2024-12-03 09:04:00,"dolar abre a R$ 6,0505 (-0,29%) e dolar futuro a R$ 6,0685 (-0,16%)",Diminuição
2024-12-03 09:04:00,Juros futuros sobem na ponta curta e cedem do miolo em diante,Diminuição
2024-12-03 09:04:00,"Ibovespa futuro sobe 0,37%, a 126.065 pontos",Diminuição
2024-12-03 09:04:00,Mensagem apagada,Diminuição
2024-12-03 09:04:00,"IBGE: PIB cresce 0,9% no terceiro trimestre de 2024",Diminuição
2024-12-03 09:06:00,"IBGE revisa PIB de 2023 de 2,9% para 3,2%; crescimento do 1oTri 24 ante o 4oTri de 23 sobe de 1,0% para 1,1%",Diminuição
2024-12-03 09:33:00,"Segundo ela, medidas de equilíbrio das contas públicas vão fazer a economia se fortalecer",Aumento
2024-12-03 09:33:00,Tebet: Brasil avança com trabalho e responsabilidade fiscal,Aumento
2024-12-03 09:37:00,Reação ao PIB do 3oTri,Diminuição
2024-12-03 09:37:00,BuysideBrazil: PIB do 3oTri mostra dinamismo maior que o esperado e eleva tensão para BC,Diminuição
2024-12-03 09:37:00,Expectativa é que o BC revise o PIB no próximo RTI,Diminuição
2024-12-03 09:37:00,PIB traz possíveis gatilhos de revisões para cima no PIB de 2024 e 2025,Diminuição
2024-12-03 09:39:00,Reação ao PIB do 3oTri,Diminuição
2024-12-03 09:39:00,Capital Economics: Alta do PIB deve aumentar receio do BC com economia aquecida demais,Diminuição
2024-12-03 09:39:00,Demanda doméstica é o principal motor para o crescimento do PIB,Diminuição
2024-12-03 09:39:00,"Próxima alta da Selic deve ser de 0-,75 ponto, mas há chance de ser maior",Diminuição
2024-12-03 09:40:00,PIB: Austin diz que PIB do Brasil no 3oTri na margem fica na 10a colocação em ranking de crescimento com 51 países,Diminuição
2024-12-03 09:42:00,"Para 2025, a empresa tem expectativa de 325 a 335 milhões de toneladas; para 2030, previsão é de produção de 360 milhões de ton",Aumento
2024-12-03 09:47:00,Reação ao PIB,Aumento
2024-12-03 09:47:00,Nova Futura: Força da atividade no 3oTri reforça desafio para o BC,Aumento
2024-12-03 09:47:00,PIB mostra crescimento disseminado pela oferta e pela demanda e deve levar a revisões para 2024 e 2025,Aumento
2024-12-03 09:54:00,MERCADOS: dolar reduz queda e juros ganham força com yields dos Treasuries após PIB,Diminuição
2024-12-03 09:55:00,Reação ao PIB,Diminuição
2024-12-03 09:55:00,"Secretaria de Politica econômica (Fazenda) diz que PIB do 3o Tri ampliou carrego estatístico para 2024 de 2,5% para 3%",Diminuição
2024-12-03 09:55:00,PIB do 3oTri mostra economia robusta mesmo com menores impulsos fiscais,Diminuição
2024-12-03 09:55:00,Há estímulos positivos do mercado de trabalho com estímulo para produção e consumo,Diminuição
2024-12-03 10:05:00,"Juros longos sobem 25pb com fortalecimento do dolar a R$ 6,0777 (0,16%) e dolar futuro a R$ 6,0940 (0,25%)",Diminuição
2024-12-03 10:05:00,Reação ao PIB,Diminuição
2024-12-03 10:05:00,Rafaela Vitória (Banco Inter): Destaque positivo foi o crescimento do setor de serviços,Diminuição
2024-12-03 10:05:00,"Projetamos crescimento de 3,2% para o PIB 2024",Diminuição
2024-12-03 10:17:00,"Encerrados os leilões, Ibovespa sobe a 126.269,34 pontos (0,83%)",Diminuição
2024-12-03 10:18:00,Todos os papéis do Ibovespa estão em alta,Aumento
2024-12-03 10:22:00,Acompanhe a movimentação das principais ações do Ibovespa:,Aumento
2024-12-03 10:29:00,Maiores baixas do Ibovespa:,Aumento
2024-12-03 10:33:00,Lula diz no X (Twitter) que o Brasil continua com economia crescendo e criando empregos e renda aos brasileiros,Diminuição
2024-12-03 10:33:00,"A manifestação de Lula ocorre após o anúncio do IBGE de alta de 0,9% no PIB do 3oTri de 2024",Diminuição
2024-12-03 10:51:00,"AP diz que presidente da Coreia do Sul decretou lei marcial de emergência em razão de ""atividades antiestatais"" da oposição",Aumento
2024-12-03 10:54:00,"EUA/Treasuries: rendimentos viram e passam a cair, com o da Note de 2 anos a 4,15%, de 4,18%; o da note de 10 a 4,17%, de 4,19%",Diminuição
2024-12-03 11:31:00,"NY/Abertura: Dow Jones 0,20% (44.873,33); S&P 0,02% (6.048,36); Nasdaq -0,20% (19.364,66)",Aumento
2024-12-03 11:42:00,MERCADOS: Ibovespa e juros avançam após expansão do PIB enquanto dolar sobe com fiscal,Diminuição
2024-12-03 11:45:00,"Fenabrave: Vendas de veículos caem 4,3% em novembro, na margem, e sobem 19,2% na base anual; no ano acumulam alta de 15,4% até novembro",Diminuição
2024-12-03 11:45:00,"Vendas de moto sobem 12,7% no mês (ano a ano) e recuam 11,8% ante outubro; no acumulado de 2024, sobem 19%",Diminuição
2024-12-03 11:58:00,"Alckmin diz que ""indústria fez diferença"" no PIB e que meta é a agroindústria crescer 3% ano ano até 2026 e 6% entre 2027 e 2033",Aumento
2024-12-03 12:05:00,Mídia oculta,Diminuição
2024-12-03 12:07:00,"EUA/Jolts: abertura de vagas dobe a 7,774 milhões em outubro, acima do esperado (7,44 mi)",Diminuição
2024-12-03 12:43:00,Reação ao PIB,Diminuição
2024-12-03 12:43:00,Pine/Cristiano Oliveira: Reforça cenário de demanda aquecida; PIB potencial tende a desacelerar com juro mais alto e câmbio depreciado,Diminuição
2024-12-03 12:46:00,"BB adere ao Plano Mais Produção (PP) da Nova Indústria Brasil (NIB) como financiador, com R$ 101 bilhões",Diminuição
2024-12-03 12:46:00,"Queremos tornar a nossa agroindústria ainda mais inovadora e digital. Mais verde, mais exportadora, mais produtiva"", disse a presidente Tarciana Medeiros",Diminuição
2024-12-03 12:52:00,"Fazenda/Durigan diz que cortes tributários ""é tudo o que temos feito"", rever benefícios não justificados; há outros",Diminuição
2024-12-03 12:52:00,"Secretário vê abertura para escalonar redução de gasto tributário, mas dificuldade de gestão no Congresso",Diminuição
2024-12-03 13:14:00,Reação ao PIB,Diminuição
2024-12-03 13:14:00,"3TRI24 foi 4o trimestre seguido de alta na absorção interna e queda na exportação líquida, o que evidencia crescimento pautado na atividade doméstica",Diminuição
2024-12-03 13:14:00,"PIB teve desempenho robusto e nada indica, a curto prazo, que teremos reversão dessa situação",Diminuição
2024-12-03 13:16:00,"Coreia do Sul: Bolsa ainda não decidiu se abrirá nesta 4aF, após decretação de lei marcial (The Korea Herald)",Aumento
2024-12-03 13:25:00,"Bradesco/Trabuco: Brasil tem desafios, com nível de juros, mas taxa de investimento pode levar a PIB razoável em 2025",Diminuição
2024-12-03 13:30:00,Bradesco/Noronha: Carteira de crédito voltou a crescer em 2024 com qualidade,Aumento
2024-12-03 13:33:00,Fazenda/Durigan se reúne com deputados da base e recebe cobrança por corte em desonerações tributárias,Aumento
2024-12-03 13:34:00,"Europa/Fechamento: FTSE100 de Londres sobe 0,86%; DAX de Frankfurt ganha 0,51%; CAC40 de Paris ganha 0,30%",Aumento
2024-12-03 13:34:00,"indice Stoxx600 fecha em alta de 0,44%, aos 515,89 pontos",Aumento
2024-12-03 13:44:00,Vale vai produzir este ano 10 milhões de toneladas de minério de ferro a partir de novos modelos de negócios,Diminuição
2024-12-03 13:46:00,"EUA: Tyson Foods anuncia fechamento de fábrica de carne bovina e suína cidade de Emporia, no Kansas, a partir de 14/02/25",Diminuição
2024-12-03 13:51:00,"Alckmin: Aprovando as medidas fiscais, devemos ter uma acomodação do dolar",Aumento
2024-12-03 13:57:00,Reação ao PIB,Aumento
2024-12-03 13:57:00,"Skopos/Christian Thorgaard: Mais uma surpresa positiva, grande destaque para o investimento",Aumento
2024-12-03 13:57:00,"Em nível, volta a patamares não vistos desde 2014, antes da crise; Recuperação da taxa de investimento dialoga com maior PIB potencial",Aumento
2024-12-03 13:57:00,"Ainda assim, demanda interna segue sobreaquecida; absorção interna acelera a contribuição ao PIB na passagem do trimestre",Aumento
2024-12-03 13:57:00,"Trajetória do juro, câmbio, crise de confiança e menor impulso fiscal produzirão desaceleração em 2025; projetamos PIB de 3,3% neste ano e 2,2% em 2025",Aumento
2024-12-03 14:08:00,MERCADOS: Bolsas europeias sobem na expectativa de cortes de juros pelo BCE; alta do petróleo embala ações do setor,Aumento
2024-12-03 14:17:00,"Itaú BBA mantém recomendação de compra para Hapvida, com preço-alvo de R$ 6,50",Aumento
2024-12-03 14:17:00,Empresa divulgou estratégia de investimentos para verticalização de negócios mais clara e alinhada com as expectativas do banco,Aumento
2024-12-03 14:17:00,"Vale/Pimenta: Não quero antecipar o volume de dividendos, vai depender do mercado de minério de ferro",Aumento
2024-12-03 14:24:00,Coreia do Sul: Parlamento aprova revogação da lei marcial decretada pelo presidente mais cedo,Diminuição
2024-12-03 14:32:00,"Coreia do Sul: Para Capital Economics, questão-chave sobre lei marcial é se há ameaça da Coreia do Norte",Aumento
2024-12-03 14:33:00,"Tesouro: Governo Central registra superávit de R$ 40,811 bi em outubro; no ano, déficit é de R$ 64,376 bi",Aumento
2024-12-03 14:34:00,"Resultado do Governo Central em outubro veio pouco abaixo da mediana das previsões dos analistas ouvidos pelo Broadcast, de superávit de R$ 41,350 bilhões",Aumento
2024-12-03 14:46:00,Fed/Kugler: Política atual do Fed está bem posicionada para lidar com incertezas,Aumento
2024-12-03 14:46:00,Desinflação e alívio do mercado de trabalho mostram que metas estão equilibradas,Aumento
2024-12-03 14:46:00,Leituras da inflação do PCE são consistentes com rumo da inflação à meta de 2%,Aumento
2024-12-03 14:50:00,Fed/Kugler: Trabalho para levar inflação à meta de 2% ainda não acabou,Diminuição
2024-12-03 14:50:00,Economia dos EUA está em uma boa posição; aumento da produtividade e imigração geraram resultados econômicos surpreendentes,Diminuição
2024-12-03 14:50:00,"Fortalecimento da economia aconteceu por ""choque positivo de oferta",Diminuição
2024-12-03 14:53:00,EMPRESAS: Muffato confirma compra de lojas do Carrefour; ativos em SP estão no radar,Diminuição
2024-12-03 14:56:00,"Tesouro: RLA, indicador que limita despesas no Orçamento, fecha outubro em 8,45%",Diminuição
2024-12-03 14:59:00,EMPRESAS: Seguradoras se destacam ente as maiores altas,Aumento
2024-12-03 15:00:00,Fazenda/Durigan: Haddad terá reunião hoje com relator da reforma tributária,Diminuição
2024-12-03 15:02:00,"Bradesco/Trabuco: Houve certo Äòovershooting Äô no câmbio e juros, pacote de ajuste não é tão tímido",Diminuição
2024-12-03 15:10:00,"Tesouro/Ceron: Tivemos resultado primário expressivo em outubro, com superávit de R$ 40,8 bi",Diminuição
2024-12-03 15:10:00,"Resultado do Tesouro vem se ampliando, mas Previdência puxa para baixo",Diminuição
2024-12-03 15:10:00,Resultado acumulado em 12 meses tem fator extraordinário de precatórios e pagamento de ICMS,Diminuição
2024-12-03 15:10:00,"Teremos ajuste importante no acumulado de 12 meses após dezembro, sem fator extraordinário",Diminuição
2024-12-03 15:10:00,Reafirmo que previsão de despesa primária total deve fechar em torno de 19% do PIB,Diminuição
2024-12-03 15:12:00,BCE/Holzmann: qualquer redução de juros na próxima semana será moderada,Aumento
2024-12-03 15:17:00,Tesouro/Ceron: Houve um erro de processamento no relatório bimestral,Aumento
2024-12-03 15:17:00,"Não foi incorporado um item importante, o que gerou necessidade de um relatório extemporâneo",Aumento
2024-12-03 15:20:00,"Tesouro/Ceron, sobre conversas com o mercado: Me dediquei a explicar o racional do pacote de gastos",Diminuição
2024-12-03 15:20:00,Explicamos efeitos do pacote e tratamos dos ruídos de comunicação de outras medidas,Diminuição
2024-12-03 15:20:00,São muitas coisas importantes que não foram percebidas no 1o momento,Diminuição
2024-12-03 15:20:00,Grande mensagem levada ao mercado é garantir sustentabilidade ao arcabouço,Diminuição
2024-12-03 15:23:00,"Tesouro/Ceron: Não posso adiantar resultado de novembro, mas o mês performou bem",Diminuição
2024-12-03 15:23:00,"Vamos fechar bem o exercício de 2024, num passo a passo que recupera o fiscal; teremos superávit forte em dezembro",Diminuição
2024-12-03 15:23:00,"Pacote de cortes de gastos endereça parte do problema, mas não encerra nosso trabalho",Diminuição
2024-12-03 15:23:00,Compreensão do racional e do que almejamos ficou clara; rodada com o mercado foi satisfatória,Diminuição
2024-12-03 15:25:00,França: Macron descarta renunciar ao cargo,Diminuição
2024-12-03 15:38:00,"EMPRESAS: Brava lidera entre as maiores altas, sobrepondo-se a seus pares",Diminuição
2024-12-03 15:39:00,MERCADOS: Juros disparam e bolsa sobe após PIB do 3TRI; bolsas em NY patinam com tensões geopolíticas,Diminuição
2024-12-03 15:45:00,MERCADOS: Ouro sobe em meio a tensões geopolíticas,Diminuição
2024-12-03 15:48:00,Tesouro/Ceron: Já posso dizer com alguma segurança que cumprimento da meta dentro da banda está garantido,Diminuição
2024-12-03 15:48:00,"Acho que tem condições de resultado ficar mais perto de (déficit de) 0,2% do PIB do que de 0,25%",Diminuição
2024-12-03 15:48:00,"Até novembro, empoçamento está em torno de R$ 30 bi; deve ter alguma redução até o fim do ano, para ficar próximo de R$ 20 bi",Diminuição
2024-12-03 15:56:00,Tesouro/Ceron: BC e Tesouro só atuam em caso de disfuncionalidades no câmbio; não parece ser o caso,Aumento
2024-12-03 15:56:00,Estamos cumprindo a PAF do exercício; óbvio que o desejo é de menor impacto possível do câmbio na gestão da dívida,Aumento
2024-12-03 15:58:00,Tesouro/Ladeira: Tesouro só atua com recompra quando mercado é disfuncional; estamos longe disso,Aumento
2024-12-03 15:58:00,Acompanhamos mercado com bastante atenção para monitorar cenário,Aumento
2024-12-03 15:58:00,Acumulamos recursos em caixa no 1o semestre que ajudaram atuação no 2o semestre,Aumento
